GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,com.sun.mail.handlers,message_rfc822,99,0,8,0,23,0,9,0,5,0
JaCoCo Ant Example,com.sun.mail.handlers,multipart_mixed,61,0,6,0,15,0,8,0,5,0
JaCoCo Ant Example,com.sun.mail.handlers,text_plain,198,0,14,0,48,0,15,0,8,0
JaCoCo Ant Example,com.sun.mail.handlers,image_jpeg,20,0,2,0,3,0,4,0,3,0
JaCoCo Ant Example,com.sun.mail.handlers,text_xml,20,0,2,0,3,0,4,0,3,0
JaCoCo Ant Example,com.sun.mail.handlers,text_html,20,0,2,0,3,0,4,0,3,0
JaCoCo Ant Example,com.sun.mail.handlers,image_gif,141,0,12,0,26,0,13,0,7,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,inc_005fscenario_005fcreate_005fdialog_jsp,883,0,70,0,275,0,55,0,20,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,footer_jsp,25,99,10,2,9,34,7,4,1,4
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,inc_005faction_005flinks_jsp,84,0,8,0,29,0,8,0,4,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,fourohfour_jsp,4255,0,396,0,1342,0,281,0,83,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,fivehundred_jsp,4255,0,396,0,1342,0,281,0,83,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,message_jsp,535,0,50,0,165,0,37,0,12,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,fourohthree_jsp,4211,0,392,0,1328,0,278,0,82,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,technicaldifficulty_jsp,279,0,20,0,88,0,19,0,9,0
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,header_jsp,927,3198,222,166,367,936,199,76,5,76
JaCoCo Ant Example,com.mockey.jsp.WEB_002dINF.common,inc_005fcommon_005ffiles_jsp,1030,0,88,0,333,0,70,0,26,0
JaCoCo Ant Example,com.google.common.cache,AbstractCache,93,0,8,0,22,0,16,0,12,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeakValueReference,28,0,0,0,10,0,8,0,8,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeightedSoftValueReference,21,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,RemovalCause.new RemovalCause() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,RemovalCause.new RemovalCause() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,RemovalCause.new RemovalCause() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,RemovalCause.new RemovalCause() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,RemovalCause.new RemovalCause() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.ManualSerializationProxy,177,0,16,0,38,0,14,0,6,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.LocalManualCache.new CacheLoader() {...},13,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,AbstractLoadingCache,48,0,4,0,11,0,7,0,5,0
JaCoCo Ant Example,com.google.common.cache,CacheLoader.FunctionToCacheLoader,13,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.MaximumSizeParser,35,3,4,0,4,1,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.Strength.new LocalCache.Strength() {...},16,6,2,0,2,1,3,1,2,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.Strength.new LocalCache.Strength() {...},22,6,2,0,2,1,3,1,2,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.Strength.new LocalCache.Strength() {...},22,6,2,0,2,1,3,1,2,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.Segment,2832,0,346,0,670,0,233,0,60,0
JaCoCo Ant Example,com.google.common.cache,ForwardingLoadingCache,28,0,0,0,7,0,6,0,6,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.IntegerParser,41,3,4,0,6,1,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,Striped64.new PrivilegedExceptionAction() {...},0,15,0,0,0,4,0,2,0,2
JaCoCo Ant Example,com.google.common.cache,CacheLoader.InvalidCacheLoadException,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.DurationParser,86,3,9,0,18,1,7,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.StrongWriteEntry,36,0,0,0,14,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.LoadingSerializationProxy,44,0,0,0,13,0,8,0,8,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.WriteDurationParser,15,3,2,0,4,1,2,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.HashIterator,199,0,32,0,46,0,24,0,8,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.LocalManualCache,118,0,2,0,30,0,16,0,15,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilder,845,28,106,0,135,5,97,1,44,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.AccessQueue.new LocalCache.AbstractReferenceEntry() {...},29,0,0,0,11,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.AccessQueue.new AbstractSequentialIterator() {...},19,0,2,0,3,0,3,0,2,0
JaCoCo Ant Example,com.google.common.cache,Striped64,282,32,56,0,69,10,33,2,5,2
JaCoCo Ant Example,com.google.common.cache,AbstractCache.SimpleStatsCounter,121,0,0,0,28,0,8,0,8,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilder.OneWeigher,16,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.AccessQueue,146,0,14,0,37,0,17,0,10,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.StrongAccessEntry,36,0,0,0,14,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,RemovalListeners,6,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WriteQueue,146,0,14,0,37,0,17,0,10,0
JaCoCo Ant Example,com.google.common.cache,ForwardingCache.SimpleForwardingCache,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.KeyStrengthParser,37,6,4,0,4,3,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,Striped64.ThreadHashCode,4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryIterator,10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WriteThroughEntry,67,0,6,0,13,0,10,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.Segment.new Runnable() {...},48,0,0,0,8,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.KeyIterator,11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,CacheStats,302,63,28,6,24,14,34,1,17,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.SoftValueReference,28,0,0,0,10,0,8,0,8,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.StrongAccessWriteEntry,66,0,0,0,26,0,13,0,13,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeakWriteEntry,37,0,0,0,14,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntrySet,82,0,14,0,19,0,14,0,7,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.MaximumWeightParser,35,3,4,0,4,1,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.WriteQueue.new LocalCache.AbstractReferenceEntry() {...},29,0,0,0,11,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.ValueIterator,11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WriteQueue.new AbstractSequentialIterator() {...},19,0,2,0,3,0,3,0,2,0
JaCoCo Ant Example,com.google.common.cache,RemovalNotification,88,0,10,0,18,0,14,0,9,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.StrongEntry,79,0,0,0,24,0,18,0,18,0
JaCoCo Ant Example,com.google.common.cache,LongAdder,186,0,24,0,48,0,27,0,15,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.LocalLoadingCache,47,0,0,0,11,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeakAccessWriteEntry,67,0,0,0,26,0,13,0,13,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.StrongValueReference,23,0,0,0,11,0,9,0,9,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.InitialCapacityParser,20,3,2,0,3,1,2,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeightedStrongValueReference,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.NullEntry,41,0,0,0,19,0,18,0,18,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilder.NullListener,15,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.AccessDurationParser,15,3,2,0,4,1,2,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory,181,0,6,0,23,0,8,0,5,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeightedWeakValueReference,21,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,Striped64.HashCode,18,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeakAccessEntry,37,0,0,0,14,0,7,0,7,0
JaCoCo Ant Example,com.google.common.cache,ForwardingLoadingCache.SimpleForwardingLoadingCache,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.Strength,0,34,0,0,0,4,0,1,0,1
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.ValueStrengthParser,37,6,4,0,4,3,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,CacheLoader,22,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.AbstractReferenceEntry,71,0,0,0,18,0,18,0,18,0
JaCoCo Ant Example,com.google.common.cache,RemovalListeners.1.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,Striped64.Cell,31,0,0,0,9,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.ConcurrencyLevelParser,20,3,2,0,3,1,2,1,1,1
JaCoCo Ant Example,com.google.common.cache,CacheLoader.SupplierToCacheLoader,12,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.LongParser,41,3,4,0,6,1,3,1,1,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.KeySet,38,0,2,0,8,0,8,0,7,0
JaCoCo Ant Example,com.google.common.cache,RemovalListeners.new RemovalListener() {...},18,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.LoadingValueReference,137,0,12,0,39,0,23,0,17,0
JaCoCo Ant Example,com.google.common.cache,RemovalCause,0,54,0,0,0,6,0,1,0,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.new AbstractQueue() {...},10,3,0,0,5,1,5,1,5,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.new LocalCache.ValueReference() {...},15,3,0,0,8,1,8,1,8,1
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.RefreshDurationParser,15,3,2,0,4,1,2,1,1,1
JaCoCo Ant Example,com.google.common.cache,CacheLoader.UnsupportedLoadingOperationException,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec.new Object() {...},19,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.google.common.cache,ForwardingCache,60,0,0,0,19,0,13,0,13,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},31,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},27,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},27,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},29,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},15,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},25,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},25,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.EntryFactory.new LocalCache.EntryFactory() {...},13,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.cache,LocalCache.Values,29,0,0,0,7,0,6,0,6,0
JaCoCo Ant Example,com.google.common.cache,CacheBuilder.new Ticker() {...},2,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,CacheBuilder.new Supplier() {...},4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.cache,CacheBuilder.new AbstractCache.StatsCounter() {...},7,3,0,0,6,1,6,1,6,1
JaCoCo Ant Example,com.google.common.cache,CacheBuilderSpec,373,70,59,0,55,3,39,1,9,1
JaCoCo Ant Example,com.google.common.cache,LocalCache.WeakEntry,78,0,0,0,23,0,18,0,18,0
JaCoCo Ant Example,com.google.common.cache,LocalCache,1440,15,172,0,311,4,151,1,65,1
JaCoCo Ant Example,org.glassfish.jersey.model,ContractProvider,17,45,2,2,4,12,5,6,3,6
JaCoCo Ant Example,org.glassfish.jersey.model,ContractProvider.Builder,93,92,8,8,18,26,12,11,7,8
JaCoCo Ant Example,org.glassfish.jersey.model,ContractProvider.Builder.new Maps.EntryTransformer() {...},3,15,1,1,0,2,1,2,0,2
JaCoCo Ant Example,org.apache.jasper.util,SystemLogHandler,169,19,4,0,65,6,32,2,30,2
JaCoCo Ant Example,com.mockey.storage.file,FileInfo.StorageUnit,176,0,14,0,28,0,11,0,4,0
JaCoCo Ant Example,com.mockey.storage.file,FileDeleteServlet,62,0,2,0,22,0,3,0,2,0
JaCoCo Ant Example,com.mockey.storage.file,FileUploadOctetStreamReaderServlet,119,0,4,0,35,0,4,0,2,0
JaCoCo Ant Example,com.mockey.storage.file,FileInfo,48,0,0,0,15,0,9,0,9,0
JaCoCo Ant Example,com.mockey.storage.file,FileViewServlet,78,0,4,0,21,0,4,0,2,0
JaCoCo Ant Example,com.mockey.storage.file,FileSystemManagerServlet,84,0,4,0,25,0,4,0,2,0
JaCoCo Ant Example,com.mockey.storage.file,FileSystemManager,323,0,28,0,64,0,23,0,9,0
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,OutSupport,133,86,24,8,34,27,16,7,1,6
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,SetSupport,251,63,39,5,58,20,24,5,2,5
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ChooseTag,12,27,2,2,4,11,3,5,1,5
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ParamSupport,88,0,14,0,25,0,11,0,4,0
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ForEachSupport.SimpleForEachIterator,4,13,0,0,1,4,1,2,1,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,UrlSupport,66,89,10,6,17,25,11,6,4,5
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,Util,395,40,87,1,98,11,51,2,7,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,OtherwiseTag,0,5,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ImportSupport,578,11,72,2,133,3,53,1,16,1
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,NullAttributeException,7,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,WhenTagSupport,8,23,2,4,2,7,2,3,0,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ForEachSupport,435,67,40,12,72,20,43,5,17,5
JaCoCo Ant Example,org.apache.taglibs.standard.tag.common.core,ParamSupport.ParamManager,104,38,13,3,18,10,9,2,1,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,UrlTag,4,7,0,0,2,3,1,2,1,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,OutTag,8,7,0,0,4,3,2,2,2,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,SetTag,8,10,0,0,4,4,2,2,2,2
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,IfTag,5,16,0,0,3,8,1,4,1,4
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,WhenTag,5,16,0,0,3,8,1,4,1,4
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,ParamTag,11,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.taglibs.standard.tag.rt.core,ForEachTag,33,9,1,1,13,4,4,2,3,2
JaCoCo Ant Example,com.github.fge.jsonschema.processors.digest,SchemaDigester,127,0,6,0,26,0,8,0,5,0
JaCoCo Ant Example,org.codehaus.jackson,JsonGenerator.Feature,0,129,0,4,0,19,0,7,0,5
JaCoCo Ant Example,org.codehaus.jackson,JsonEncoding,6,75,0,0,2,10,2,2,2,2
JaCoCo Ant Example,org.codehaus.jackson,ObjectCodec,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.codehaus.jackson,JsonGenerator,187,0,2,0,65,0,33,0,32,0
JaCoCo Ant Example,org.codehaus.jackson,JsonStreamContext,50,0,12,0,11,0,14,0,7,0
JaCoCo Ant Example,org.codehaus.jackson,JsonProcessingException,90,0,6,0,27,0,11,0,8,0
JaCoCo Ant Example,org.codehaus.jackson,Version,136,24,24,0,25,7,22,2,10,2
JaCoCo Ant Example,org.codehaus.jackson,Base64Variants,5,53,0,0,2,8,2,1,2,1
JaCoCo Ant Example,org.codehaus.jackson,JsonParseException,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.codehaus.jackson,JsonParser,309,0,30,0,70,0,55,0,40,0
JaCoCo Ant Example,org.codehaus.jackson,JsonLocation,163,28,24,0,32,8,21,2,9,2
JaCoCo Ant Example,org.codehaus.jackson,Base64Variant,567,144,41,5,85,33,42,5,21,3
JaCoCo Ant Example,org.codehaus.jackson,JsonToken,28,195,6,4,5,26,8,4,5,2
JaCoCo Ant Example,org.codehaus.jackson,JsonGenerationException,17,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.codehaus.jackson,JsonParser.Feature,9,158,2,4,1,21,2,7,1,5
JaCoCo Ant Example,org.codehaus.jackson,JsonFactory,663,9,62,0,145,3,81,1,50,1
JaCoCo Ant Example,org.codehaus.jackson,JsonNode,180,8,10,0,62,3,57,2,52,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal,AbstractResourceFinderAdapter,5,3,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.server.internal,ProcessingProviders.Binder.new TypeLiteral() {...},0,6,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.server.internal,JerseyResourceContext.Binder,0,14,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal,JsonWithPaddingInterceptor,137,49,28,0,29,5,18,2,4,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal,MappableExceptionWrapperInterceptor.Binder,0,14,0,0,0,6,0,2,0,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal,MappableExceptionWrapperInterceptor,31,3,0,0,14,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.server.internal,JerseyResourceContext,211,66,16,4,52,19,15,5,6,4
JaCoCo Ant Example,org.glassfish.jersey.server.internal,LocalizationMessages,2403,25,0,0,329,4,329,3,329,3
JaCoCo Ant Example,org.glassfish.jersey.server.internal,RuntimeDelegateImpl,11,13,2,0,3,2,2,1,1,1
JaCoCo Ant Example,org.glassfish.jersey.server.internal,ProcessingProviders.Binder,0,23,0,0,0,6,0,2,0,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal,ProcessingProviders,12,115,0,0,4,34,4,15,4,15
JaCoCo Ant Example,org.glassfish.jersey.server.internal,ProcessingProviders.Binder.ProcessingProvidersReferencingFactory,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,MultipleOfDigester,15,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,RequiredDigester,44,0,0,0,11,0,4,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,RequiredDigester.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,DraftV4TypeDigester,86,0,8,0,18,0,8,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,DraftV4DependenciesDigester,111,0,6,0,26,0,8,0,5,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv4,DraftV4DependenciesDigester.new Comparator() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv3,DivisibleByDigester,15,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv3,DraftV3DependenciesDigester,133,0,10,0,31,0,11,0,5,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv3,DraftV3PropertiesDigester,61,0,4,0,14,0,6,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv3,DraftV3DependenciesDigester.new Object() {...},26,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest.draftv3,DraftV3DependenciesDigester.new Comparator() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializerFactory,1388,0,186,0,305,0,115,0,22,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializer,1989,0,297,0,493,0,184,0,32,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,CreatorProperty,169,0,4,0,34,0,18,0,16,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DeserializerFactory,7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BuilderBasedDeserializer.new Object() {...},100,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BuilderBasedDeserializer,1756,0,253,0,422,0,162,0,32,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,ValueInstantiators.Base,5,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializer.new Object() {...},100,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DefaultDeserializationContext.Impl,31,0,0,0,8,0,5,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DeserializerCache,673,0,102,0,152,0,67,0,16,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,SettableAnyProperty,206,0,16,0,43,0,20,0,12,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,ValueInstantiator,182,0,18,0,23,0,32,0,23,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializerBase,1582,0,246,0,355,0,157,0,34,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,Deserializers.Base,19,0,0,0,9,0,9,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializerBuilder,450,0,44,0,98,0,50,0,28,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DeserializationProblemHandler,5,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DataFormatReaders,301,0,26,0,58,0,27,0,14,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DefaultDeserializationContext,271,0,44,0,57,0,29,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,AbstractDeserializer.new Object() {...},40,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BeanDeserializerModifier,9,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,AbstractDeserializer,185,0,40,0,40,0,30,0,8,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,SettableBeanProperty,433,0,42,0,101,0,47,0,26,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,BasicDeserializerFactory,2494,0,398,0,551,0,244,0,45,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DataFormatReaders.Match,96,0,10,0,21,0,12,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser,DataFormatReaders.AccessorForReader,41,0,0,0,10,0,4,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyBasedCreator,198,0,24,0,48,0,19,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ValueInjector,26,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,BeanAsArrayBuilderDeserializer,577,0,70,0,138,0,47,0,12,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ExternalTypeHandler.ExtTypedProperty,47,0,4,0,13,0,8,0,6,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ObjectIdReader,27,0,0,0,8,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ReadableObjectId,35,0,2,0,7,0,3,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyValue,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ExternalTypeHandler,530,0,52,0,105,0,35,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,InnerClassProperty,154,0,6,0,33,0,14,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ObjectIdValueProperty,108,0,4,0,29,0,13,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,BeanPropertyMap,524,0,54,0,106,0,40,0,13,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,BeanPropertyMap.IteratorImpl,80,0,12,0,21,0,10,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyBasedObjectIdGenerator,30,0,2,0,6,0,6,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,SetterlessProperty,124,0,4,0,33,0,13,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,FieldProperty,143,0,2,0,36,0,14,0,13,0
