GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,com.google.common.collect,ImmutableAsList.SerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableSortedSet,313,0,46,0,80,0,46,0,23,0
JaCoCo Ant Example,com.google.common.collect,ForwardingNavigableMap,218,0,6,0,48,0,41,0,38,0
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedMultimap.new Constraint() {...},18,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedMultimap.new ForwardingMap() {...},69,0,6,0,15,0,9,0,6,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMapValues.SerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,MapConstraints.InverseConstraint,14,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.TransformedEntriesMultimap.TransformedEntries,49,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,com.google.common.collect,ImmutableList,577,25,25,2,70,7,51,4,36,4
JaCoCo Ant Example,com.google.common.collect,Lists.TwoPlusArrayList,40,0,3,0,11,0,5,0,3,0
JaCoCo Ant Example,com.google.common.collect,LinkedHashMultimap.ValueSet,353,0,36,0,80,0,31,0,13,0
JaCoCo Ant Example,com.google.common.collect,Cut.BelowAll,66,0,2,0,19,0,16,0,15,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.ExpirationQueue,146,0,14,0,36,0,17,0,10,0
JaCoCo Ant Example,com.google.common.collect,ReverseOrdering,91,8,4,0,18,3,15,1,13,1
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.WeakExpirableEntry,37,0,0,0,14,0,7,0,7,0
JaCoCo Ant Example,com.google.common.collect,ContiguousSet,148,0,14,0,28,0,16,0,9,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.WeakExpirableEvictableEntry,57,0,0,0,22,0,11,0,11,0
JaCoCo Ant Example,com.google.common.collect,Maps.FilteredEntryMap.EntrySet.new UnmodifiableIterator() {...},24,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,DescendingImmutableSortedMultiset,59,0,0,0,14,0,11,0,11,0
JaCoCo Ant Example,com.google.common.collect,RegularContiguousSet.SerializedForm,17,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.UnmodifiableMultimap,126,0,10,0,33,0,20,0,15,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.Column.EntrySet,105,0,10,0,20,0,13,0,8,0
JaCoCo Ant Example,com.google.common.collect,Multisets.ImmutableEntry,21,0,2,0,7,0,4,0,3,0
JaCoCo Ant Example,com.google.common.collect,GenericMapMaker.NullListener,1,14,0,0,1,2,1,1,1,1
JaCoCo Ant Example,com.google.common.collect,RegularImmutableSortedMultiset.EntrySet,20,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Iterators,749,44,99,3,189,13,103,7,53,6
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.EntryIterator,10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.RowKeySet,37,0,4,0,5,0,7,0,5,0
JaCoCo Ant Example,com.google.common.collect,SortedMultisets.DescendingMultiset,111,0,6,0,25,0,21,0,18,0
JaCoCo Ant Example,com.google.common.collect,Maps.ImprovedAbstractMap.new Maps.Values() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.ImprovedAbstractMap.new Maps.KeySet() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.FilteredEntryMap.KeySet,94,0,8,0,23,0,13,0,9,0
JaCoCo Ant Example,com.google.common.collect,SortedMultisets,9,0,2,0,3,0,2,0,1,0
JaCoCo Ant Example,com.google.common.collect,Maps.TransformedEntriesMap.1.new TransformedIterator() {...},0,13,0,0,0,2,0,2,0,2
JaCoCo Ant Example,com.google.common.collect,ImmutableAsList,31,0,0,0,8,0,7,0,7,0
JaCoCo Ant Example,com.google.common.collect,TransformedImmutableSet.new UnmodifiableIterator() {...},20,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,ImmutableSortedSet.Builder,49,0,0,0,15,0,6,0,6,0
JaCoCo Ant Example,com.google.common.collect,ImmutableSortedSetFauxverideShim,32,3,0,0,8,1,8,1,8,1
JaCoCo Ant Example,com.google.common.collect,ImmutableSortedSet,461,22,25,1,83,8,52,4,39,4
JaCoCo Ant Example,com.google.common.collect,EnumBiMap,143,0,10,0,33,0,16,0,11,0
JaCoCo Ant Example,com.google.common.collect,Maps.ImprovedAbstractMap,46,0,6,0,13,0,7,0,4,0
JaCoCo Ant Example,com.google.common.collect,Collections2.PermutationIterator,145,0,12,0,36,0,10,0,4,0
JaCoCo Ant Example,com.google.common.collect,Maps.NavigableKeySet,93,0,0,0,18,0,18,0,18,0
JaCoCo Ant Example,com.google.common.collect,ForwardingMap.StandardValues,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,AbstractSetMultimap,36,0,0,0,9,0,8,0,8,0
JaCoCo Ant Example,com.google.common.collect,AbstractSortedMultiset.new SortedMultisets.ElementSet() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ArrayTable.CellSet,62,0,8,0,9,0,8,0,4,0
JaCoCo Ant Example,com.google.common.collect,AbstractSortedMultiset.new SortedMultisets.DescendingMultiset() {...},17,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Lists.RandomAccessPartition,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultiset,270,63,20,6,45,15,35,5,23,4
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.Aggregate.new TreeMultiset.Aggregate() {...},16,0,2,0,3,0,4,0,3,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.Aggregate.new TreeMultiset.Aggregate() {...},16,0,2,0,3,0,4,0,3,0
JaCoCo Ant Example,com.google.common.collect,Maps.AbstractFilteredMap.Values,146,0,18,0,37,0,19,0,10,0
JaCoCo Ant Example,com.google.common.collect,ForwardingMap.StandardEntrySet,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ImmutableEntry,4,15,0,0,1,6,1,3,1,3
JaCoCo Ant Example,com.google.common.collect,ForwardingMultiset.StandardElementSet,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.Column.KeySet,70,0,4,0,11,0,10,0,8,0
JaCoCo Ant Example,com.google.common.collect,Iterators.PeekingImpl,63,0,10,0,17,0,10,0,5,0
JaCoCo Ant Example,com.google.common.collect,StandardRowSortedTable,41,0,4,0,7,0,6,0,4,0
JaCoCo Ant Example,com.google.common.collect,MutableClassToInstanceMap,35,5,0,0,7,1,6,1,6,1
JaCoCo Ant Example,com.google.common.collect,ImmutableMapEntrySet.EntrySetSerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ImmutableSortedAsList,53,0,6,0,9,0,10,0,7,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.new Object() {...},19,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.new Multisets.AbstractEntry() {...},27,0,2,0,6,0,4,0,3,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.new Iterator() {...},84,0,10,0,20,0,9,0,4,0
JaCoCo Ant Example,com.google.common.collect,CompoundOrdering,76,0,8,0,20,0,10,0,6,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.new Iterator() {...},87,0,10,0,21,0,9,0,4,0
JaCoCo Ant Example,com.google.common.collect,ForwardingNavigableMap.StandardNavigableKeySet,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Lists.new Lists.RandomAccessListWrapper() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,AbstractLinkedIterator,31,0,4,0,8,0,5,0,3,0
JaCoCo Ant Example,com.google.common.collect,Lists.new Lists.AbstractListWrapper() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps,303,0,28,0,68,0,45,0,31,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new AbstractIterator() {...},28,0,4,0,7,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new TransformedIterator() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedListMultimap,21,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new UnmodifiableListIterator() {...},30,0,0,0,7,0,7,0,7,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new Iterator() {...},52,0,6,0,13,0,7,0,4,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new Iterator() {...},60,0,8,0,13,0,8,0,4,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new UnmodifiableIterator() {...},75,0,12,0,12,0,9,0,3,0
JaCoCo Ant Example,com.google.common.collect,Iterators.new UnmodifiableListIterator() {...},14,5,0,0,5,2,5,2,5,2
JaCoCo Ant Example,com.google.common.collect,Iterators.new Iterator() {...},10,3,0,0,3,1,3,1,3,1
JaCoCo Ant Example,com.google.common.collect,Iterators.new UnmodifiableIterator() {...},14,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset.Reference,15,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultiset.EntrySetSerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedSet,38,0,2,0,9,0,5,0,4,0
JaCoCo Ant Example,com.google.common.collect,Collections2.FilteredCollection.new Predicate() {...},24,0,4,0,2,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,Collections2.FilteredCollection.new Predicate() {...},24,0,4,0,2,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.Keys.1.new Multisets.AbstractEntry() {...},19,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,Lists,350,4,46,0,70,1,48,1,25,1
JaCoCo Ant Example,com.google.common.collect,MapMaker,435,115,65,7,72,21,51,12,15,12
JaCoCo Ant Example,com.google.common.collect,Multisets.SetMultiset.ElementSet,18,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,AbstractMapBasedMultiset.new Iterator() {...},25,27,2,0,5,5,2,3,1,3
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedAsMapValues.new Iterator() {...},24,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.RandomAccessWrappedList,0,10,0,0,0,3,0,1,0,1
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.AbstractReferenceEntry,63,0,0,0,16,0,16,0,16,0
JaCoCo Ant Example,com.google.common.collect,EmptyContiguousSet.SerializedForm,12,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.Row.RowEntrySet.1.new ForwardingMapEntry() {...},21,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableTable.ImmutableArrayMap.2.new AbstractIterator() {...},56,0,4,0,8,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new Maps.EntryTransformer() {...},0,11,0,0,0,2,0,2,0,2
JaCoCo Ant Example,com.google.common.collect,Maps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new AbstractMapEntry() {...},14,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,Maps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new TransformedIterator() {...},7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableSortedMultiset.EntrySet.new ImmutableAsList() {...},15,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,Maps.new TransformedIterator() {...},7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.new UnmodifiableIterator() {...},16,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,FluentIterable.new FluentIterable() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.Strength.new MapMakerInternalMap.Strength() {...},8,8,0,0,1,2,1,2,1,2
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.Strength.new MapMakerInternalMap.Strength() {...},10,6,0,0,2,1,2,1,2,1
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.Strength.new MapMakerInternalMap.Strength() {...},5,8,0,0,1,2,1,2,1,2
JaCoCo Ant Example,com.google.common.collect,UnmodifiableIterator,4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.collect,ComparisonChain.new ComparisonChain() {...},61,4,4,0,10,1,12,1,10,1
JaCoCo Ant Example,com.google.common.collect,RangeSet.StandardComplement.1.new AbstractIterator() {...},64,0,6,0,15,0,5,0,2,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedSortedSet,88,0,0,0,15,0,8,0,8,0
JaCoCo Ant Example,com.google.common.collect,ForwardingSortedSet,108,0,8,0,32,0,15,0,11,0
JaCoCo Ant Example,com.google.common.collect,Constraints.ConstrainedList,89,0,0,0,17,0,10,0,10,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.Values.new TransformedIterator() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Interners.WeakInterner,38,0,6,0,12,0,5,0,2,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.RowMap.EntrySet.new TransformedIterator() {...},18,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ComparisonChain,7,15,0,0,2,3,2,1,2,1
JaCoCo Ant Example,com.google.common.collect,ImmutableCollection.Builder,83,0,12,0,19,0,11,0,5,0
JaCoCo Ant Example,com.google.common.collect,EmptyImmutableTable,58,5,4,0,26,1,21,1,19,1
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedEntrySet,12,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,Sets.CartesianSet,137,0,14,0,34,0,13,0,6,0
JaCoCo Ant Example,com.google.common.collect,TreeBasedTable.new AbstractIterator() {...},49,0,8,0,10,0,6,0,2,0
JaCoCo Ant Example,com.google.common.collect,TreeBasedTable.new Function() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableAsList,59,0,0,0,16,0,12,0,12,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedSetMultimap,70,0,2,0,13,0,7,0,6,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedAsMap,77,0,6,0,14,0,8,0,5,0
JaCoCo Ant Example,com.google.common.collect,AbstractBiMap,261,0,26,0,57,0,34,0,21,0
JaCoCo Ant Example,com.google.common.collect,ReverseNaturalOrdering,66,5,2,0,15,1,13,1,12,1
JaCoCo Ant Example,com.google.common.collect,MinMaxPriorityQueue.Heap,462,0,64,0,97,0,49,0,17,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.WeakValueReference,26,0,0,0,9,0,6,0,6,0
JaCoCo Ant Example,com.google.common.collect,Maps.SortedMapDifferenceImpl,24,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,com.google.common.collect,Lists.ReverseList.new ListIterator() {...},99,0,4,0,24,0,12,0,10,0
JaCoCo Ant Example,com.google.common.collect,ArrayTable.Column,29,0,0,0,7,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Maps.UnmodifiableEntries.new ForwardingIterator() {...},21,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,TreeMultiset,781,0,94,0,166,0,75,0,27,0
JaCoCo Ant Example,com.google.common.collect,ImmutableEnumSet.EnumSerializedForm,13,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.TransformedEntriesListMultimap,34,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,com.google.common.collect,Hashing,0,20,0,0,0,2,0,1,0,1
JaCoCo Ant Example,com.google.common.collect,SortedMultisets.DescendingMultiset.new SortedMultisets.ElementSet() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,SortedMultisets.DescendingMultiset.new Multisets.EntrySet() {...},19,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,LinkedListMultimap.3.new TransformedListIterator() {...},18,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.CellIterator,73,0,8,0,13,0,8,0,4,0
JaCoCo Ant Example,com.google.common.collect,EmptyImmutableSet,39,7,2,0,16,2,14,2,13,2
JaCoCo Ant Example,com.google.common.collect,Lists.TransformingSequentialList.new ListIterator() {...},54,0,0,0,11,0,10,0,10,0
JaCoCo Ant Example,com.google.common.collect,GenericMapMaker,0,9,0,0,0,2,0,2,0,2
JaCoCo Ant Example,com.google.common.collect,ImmutableMapValues.new ImmutableAsList() {...},19,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap,565,106,76,10,126,22,69,9,26,9
JaCoCo Ant Example,com.google.common.collect,Constraints.ConstrainedCollection,34,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMapKeySet.KeySetSerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.WrappedSet,41,0,4,0,12,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,LinkedListMultimap.6.1.new AbstractMapEntry() {...},20,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.FilteredMultimap,387,0,42,0,77,0,48,0,27,0
JaCoCo Ant Example,com.google.common.collect,RegularContiguousSet.DescendingContiguousSet,71,0,2,0,13,0,12,0,11,0
JaCoCo Ant Example,com.google.common.collect,Maps.TransformedEntriesMap.new Maps.Values() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.TransformedEntriesMap.new Maps.EntrySet() {...},3,16,0,0,1,2,1,2,1,2
JaCoCo Ant Example,com.google.common.collect,ImmutableList.SerializedForm,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Tables.ImmutableCell,21,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.EvictionQueue,146,0,14,0,36,0,17,0,10,0
JaCoCo Ant Example,com.google.common.collect,Tables.UnmodifiableRowSortedMap,22,0,0,0,6,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.Keys.KeysEntrySet,78,0,12,0,17,0,13,0,7,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.Column.EntrySetIterator,42,0,4,0,8,0,4,0,2,0
JaCoCo Ant Example,com.google.common.collect,MutableClassToInstanceMap.new MapConstraint() {...},5,3,0,0,2,1,1,1,1,1
JaCoCo Ant Example,com.google.common.collect,LinkedHashMultimap.ValueSet.new Iterator() {...},145,0,16,0,34,0,13,0,5,0
JaCoCo Ant Example,com.google.common.collect,HashMultimap,89,0,2,0,25,0,10,0,9,0
JaCoCo Ant Example,com.google.common.collect,ImmutableSet.Builder,140,0,8,0,30,0,12,0,8,0
JaCoCo Ant Example,com.google.common.collect,Maps.ValueDifferenceImpl,76,0,6,0,13,0,10,0,7,0
JaCoCo Ant Example,com.google.common.collect,Maps.SortedAsMapView,46,0,0,0,9,0,8,0,8,0
JaCoCo Ant Example,com.google.common.collect,DiscreteDomains,6,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,StandardTable.ColumnKeySet,143,0,26,0,43,0,20,0,7,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultimap.EntryCollection.new UnmodifiableIterator() {...},53,0,10,0,7,0,8,0,3,0
JaCoCo Ant Example,com.google.common.collect,Constraints.ConstrainedRandomAccessList,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedMultiset,145,0,6,0,27,0,14,0,11,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.new Multimaps.EntrySet() {...},13,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.new Multimaps.Values() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.new Multimaps.Entries() {...},13,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.new Multimaps.Keys() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.EntrySet,10,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,ImmutableClassToInstanceMap,37,0,2,0,11,0,7,0,6,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedAsMapEntries,116,0,2,0,22,0,11,0,10,0
JaCoCo Ant Example,com.google.common.collect,Tables.UnmodifiableTable,69,0,0,0,18,0,14,0,14,0
JaCoCo Ant Example,com.google.common.collect,Ordering.IncomparableValueException,14,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.SoftEntry,76,0,0,0,23,0,16,0,16,0
JaCoCo Ant Example,com.google.common.collect,MinMaxPriorityQueue.MoveDesc,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,LinkedListMultimap.ValueForKeyIterator,216,0,16,0,47,0,19,0,11,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultimap,212,18,21,1,41,7,39,3,28,3
JaCoCo Ant Example,com.google.common.collect,AbstractSortedSetMultimap,26,0,0,0,7,0,6,0,6,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.FilteredMultimap.AsMap,72,0,8,0,11,0,11,0,7,0
JaCoCo Ant Example,com.google.common.collect,ForwardingDeque,78,0,0,0,21,0,18,0,18,0
JaCoCo Ant Example,com.google.common.collect,RegularContiguousSet,280,0,32,0,45,0,40,0,24,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultimap.Builder,141,28,10,2,24,7,12,3,6,3
JaCoCo Ant Example,com.google.common.collect,ImmutableSetMultimap.SortedKeyBuilderMultimap,13,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Ranges,161,0,14,0,36,0,23,0,15,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.new Maps.EntryTransformer() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.new Maps.EntryTransformer() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ByFunctionOrdering,70,13,8,0,9,4,8,1,4,1
JaCoCo Ant Example,com.google.common.collect,Multimaps.new AbstractMapEntry() {...},16,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,MapConstraints.ConstrainedAsMapEntries,58,0,0,0,16,0,12,0,12,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.MapMultimap.AsMapEntries,94,0,16,0,17,0,13,0,5,0
JaCoCo Ant Example,com.google.common.collect,ArrayTable.Values.new TransformedIterator() {...},10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Lists.TransformingRandomAccessList,41,0,0,0,10,0,6,0,6,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedAsMapEntries.1.new ForwardingMapEntry() {...},22,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableList,236,0,26,0,45,0,25,0,12,0
JaCoCo Ant Example,com.google.common.collect,BoundType,6,24,2,0,1,3,2,1,1,1
JaCoCo Ant Example,com.google.common.collect,AbstractMapBasedMultiset,222,71,23,3,51,15,25,4,12,4
JaCoCo Ant Example,com.google.common.collect,Multimaps.CustomSetMultimap,40,0,0,0,13,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,Multimaps.new Predicate() {...},12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Synchronized.SynchronizedRandomAccessList,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.google.common.collect,RegularImmutableSortedMap.EntrySet,18,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.google.common.collect,ExplicitOrdering,90,0,6,0,21,0,11,0,8,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultimap.EntryIterator,82,0,10,0,20,0,10,0,5,0
JaCoCo Ant Example,com.google.common.collect,MapMakerInternalMap.EntrySet,82,0,14,0,19,0,14,0,7,0
JaCoCo Ant Example,com.google.common.collect,ForwardingMap.StandardKeySet,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,Maps.FilteredKeyMap,56,0,8,0,8,0,8,0,4,0
JaCoCo Ant Example,com.google.common.collect,ImmutableTable.Builder,106,0,7,0,25,0,11,0,7,0
JaCoCo Ant Example,com.google.common.collect,Sets.CartesianSet.Axis,64,0,2,0,13,0,7,0,6,0
JaCoCo Ant Example,com.google.common.collect,LinkedListMultimap.MultisetView,93,0,6,0,17,0,14,0,11,0
JaCoCo Ant Example,com.google.common.collect,Sets.PowerSet.new AbstractIndexedListIterator() {...},13,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,ImmutableList.ReverseImmutableList.new UnmodifiableListIterator() {...},39,0,0,0,7,0,7,0,7,0
JaCoCo Ant Example,com.google.common.collect,ForwardingSortedMap,114,0,8,0,35,0,15,0,11,0
JaCoCo Ant Example,com.google.common.collect,ImmutableMultiset.EntrySet,97,0,12,0,23,0,13,0,7,0
JaCoCo Ant Example,com.google.common.collect,AbstractMultiset.ElementSet,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.google.common.collect,BoundType.new BoundType() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.collect,BoundType.new BoundType() {...},2,6,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.google.common.collect,Multimaps.Values,22,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,com.google.common.collect,HashBasedTable,72,0,2,0,16,0,12,0,11,0
JaCoCo Ant Example,com.google.common.collect,ArrayTable.RowMap,26,0,0,0,7,0,5,0,5,0
JaCoCo Ant Example,com.google.common.collect,Lists.StringAsImmutableList,138,0,18,0,31,0,18,0,9,0
JaCoCo Ant Example,com.google.common.collect,Maps.DescendingMap,183,0,8,0,41,0,35,0,31,0
JaCoCo Ant Example,com.google.common.collect,TreeBasedTable,116,0,0,0,25,0,17,0,17,0
JaCoCo Ant Example,com.google.common.collect,TreeBasedTable.Factory,12,0,0,0,4,0,2,0,2,0
